id,sales
0,10.054961650627881
1,10.08467744183119
2,10.578117905257374
3,11.259661026214184
4,12.753195010697901
5,13.639754439968621
6,7.3366789627523445
7,9.623999963734514
8,9.653715754937823
9,10.147156218364007
10,10.828699339320817
11,12.322233323804534
12,13.208792753075253
13,7.767640649645708
14,10.054961650627881
15,10.08467744183119
16,10.578117905257374
17,11.259661026214184
18,12.753195010697901
19,13.639754439968621
20,7.767640649645708
21,10.054961650627881
22,10.08467744183119
23,10.578117905257374
24,11.259661026214184
25,12.753195010697901
26,13.639754439968621
27,7.767640649645708
28,10.054961650627881
29,10.08467744183119
30,10.578117905257374
31,12.086094760230102
32,13.57962874471382
33,14.614312528952542
34,8.378568788372261
35,10.665889789354434
36,10.695605580557743
37,11.308527637361243
38,12.086094760230102
39,13.57962874471382
40,14.614312528952542
41,9.142899914597432
42,11.430220915579609
43,11.459936706782917
44,12.072858763586416
45,12.850425886455275
46,14.343959870938997
47,15.378643655177717
48,8.378568788372261
49,10.665889789354434
50,10.695605580557743
51,11.308527637361243
52,12.086094760230102
53,13.57962874471382
54,14.614312528952542
55,9.142899914597432
56,11.430220915579609
57,11.459936706782917
58,12.072858763586416
59,14.085482805544192
60,15.57901679002792
61,16.708045445796728
62,10.240101638151557
63,12.561366193929855
64,12.591081985133163
65,13.3757518921664
66,14.210913295849858
67,15.704447280333586
68,16.833475936102396
69,11.522716255251826
70,13.843980811030125
71,13.873696602233434
72,14.701169780068229
73,15.536331183751688
74,17.029865168235407
75,18.15889382400422
76,11.522716255251826
77,13.843980811030125
78,13.873696602233434
79,14.701169780068229
80,15.536331183751688
81,17.029865168235407
82,18.15889382400422
83,10.626227444921273
84,12.947492000699576
85,12.977207791902885
86,13.76187769893612
87,14.59703910261958
88,16.09057308710331
89,17.219601742872115
90,13.676319533521369
91,16.192686617042494
92,16.222402408245806
93,17.153091808766916
94,18.207958397670126
95,19.70149238215384
96,20.82646611077869
97,13.676319533521369
98,16.192686617042494
99,16.222402408245806
100,17.153091808766916
101,18.207958397670126
102,19.70149238215384
103,20.82646611077869
104,13.676319533521369
105,16.192686617042494
106,16.222402408245806
107,17.153091808766916
108,18.207958397670126
109,19.70149238215384
110,20.82646611077869
111,13.777879426113444
112,16.29424650963457
113,16.32396230083788
114,17.25465170135899
115,18.3095182902622
116,19.803052274745916
117,20.928026003370764
118,13.777879426113444
119,16.29424650963457
120,17.52553297595242
121,18.45622237647353
122,19.51108896537674
123,21.004622949860455
124,22.129596678485303
125,14.979450101227979
126,17.495817184749107
127,17.52553297595242
128,18.45622237647353
129,19.51108896537674
130,21.004622949860455
131,22.129596678485303
132,14.979450101227979
133,17.495817184749107
134,17.52553297595242
135,18.45622237647353
136,19.51108896537674
